claim_number,claimant_name,coverage,feature_identifier,loss_date,evaluation_date,period,paid_loss,reserve_loss
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,12/31/2021 0:00,Transporting Rider,0,"400,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,1/31/2022 0:00,Transporting Rider,0,"400,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,2/28/2022 0:00,Transporting Rider,0,"1,000,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,3/31/2022 0:00,Transporting Rider,0,"1,000,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,4/30/2022 0:00,Transporting Rider,0,"1,000,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,5/31/2022 0:00,Transporting Rider,0,"1,000,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,6/30/2022 0:00,Transporting Rider,0,"1,000,000"
570914648,"rc nuldy, kidhironi",BI,080AA10F66BD19DF,12/8/2019 0:00,6/30/2022 0:00,Transporting Rider,0,0
552122871,nod ifflocibli,UMBI,10066CE617BAFB36,7/3/2019 0:00,7/31/2019 0:00,Transporting Rider,0,"6,859"
552122871,nod ifflocibli,UMBI,10066CE617BAFB36,7/3/2019 0:00,8/31/2019 0:00,Transporting Rider,0,"6,859"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,9/30/2019 0:00,Transporting Rider,0,"6,859"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,10/31/2019 0:00,Transporting Rider,0,"6,859"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,11/30/2019 0:00,Transporting Rider,0,"6,859"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,12/31/2019 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,1/31/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,2/29/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,3/31/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,4/30/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,5/31/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,6/30/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,7/31/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,8/31/2020 0:00,Transporting Rider,0,"13,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,9/30/2020 0:00,Transporting Rider,0,"39,000"
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,10/31/2020 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,11/30/2020 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,12/31/2020 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,1/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,2/28/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,3/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,4/30/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,5/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,6/30/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,7/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,8/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,9/30/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,10/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,11/30/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,12/31/2021 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,1/31/2022 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,2/28/2022 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,3/31/2022 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,4/30/2022 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,5/31/2022 0:00,Transporting Rider,"39,000",0
552122871,"ciisir, don",UMBI,10066CE617BAFB36,7/3/2019 0:00,6/30/2022 0:00,Transporting Rider,"39,000",0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,3/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,4/30/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,5/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,6/30/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,7/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,8/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,9/30/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,10/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,11/30/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,12/31/2021 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,1/31/2022 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,2/28/2022 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,3/31/2022 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,4/30/2022 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,5/31/2022 0:00,Transporting Rider,0,0
620007962,"rolock, suzinni",BI,10589945AB2E0097,8/25/2019 0:00,6/30/2022 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,10/31/2018 0:00,Transporting Rider,0,"10,000"
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,11/30/2018 0:00,Transporting Rider,0,"10,000"
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,12/31/2018 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,1/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,2/28/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,3/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,4/30/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,5/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,6/30/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,7/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,8/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,9/30/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,10/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,11/30/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,12/31/2019 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,1/31/2020 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,2/29/2020 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,3/31/2020 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,4/30/2020 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,5/31/2020 0:00,Transporting Rider,0,0
117985,ishliy dorris,BI,117985_1_,10/28/2018 0:00,6/30/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,7/31/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,8/31/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,9/30/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,10/31/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,11/30/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,12/31/2020 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,1/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,2/28/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,3/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,4/30/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,5/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,6/30/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,7/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,8/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,9/30/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,10/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,11/30/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,12/31/2021 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,1/31/2022 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,2/28/2022 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,3/31/2022 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,4/30/2022 0:00,Transporting Rider,0,0
117985,liofold dorris,BI,117985_1_,10/28/2018 0:00,5/31/2022 0:00,Transporting Rider,0,0
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,10/31/2018 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,11/30/2018 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,12/31/2018 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,1/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,2/28/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,3/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,4/30/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,5/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,6/30/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,7/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,8/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,9/30/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,10/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,11/30/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,12/31/2019 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,1/31/2020 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,2/29/2020 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,3/31/2020 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,4/30/2020 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,5/31/2020 0:00,Transporting Rider,0,100
117985,ishliy dorris,PD,117985_1_117985D,10/28/2018 0:00,6/30/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,7/31/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,8/31/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,9/30/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,10/31/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,11/30/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,12/31/2020 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,1/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,2/28/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,3/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,4/30/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,5/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,6/30/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,7/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,8/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,9/30/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,10/31/2021 0:00,Transporting Rider,0,100
117985,liofold dorris,PD,117985_1_117985D,10/28/2018 0:00,11/30/2021 0:00,Transporting Rider,0,100
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,12/31/2021 0:00,Transporting Rider,0,100
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,1/31/2022 0:00,Transporting Rider,0,100
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,2/28/2022 0:00,Transporting Rider,0,0
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,3/31/2022 0:00,Transporting Rider,0,0
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,4/30/2022 0:00,Transporting Rider,0,0
117985,"dorris,liofold",PD,117985_1_117985D,10/28/2018 0:00,5/31/2022 0:00,Transporting Rider,0,0
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,10/31/2018 0:00,Transporting Rider,0,"10,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,11/30/2018 0:00,Transporting Rider,0,"10,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,12/31/2018 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,1/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,2/28/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,3/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,4/30/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,5/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,6/30/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,7/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,8/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,9/30/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,10/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,11/30/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,12/31/2019 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,1/31/2020 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,2/29/2020 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,3/31/2020 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,4/30/2020 0:00,Transporting Rider,0,"30,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,4/30/2020 0:00,Transporting Rider,0,7
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,5/31/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,6/30/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,7/31/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,8/31/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,9/30/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,10/31/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,11/30/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,12/31/2020 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,1/31/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,2/28/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,3/31/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,4/30/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,5/31/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,6/30/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,7/31/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,8/31/2021 0:00,Transporting Rider,0,"250,000"
117985,josi indonoo nivirro doiz,BI,117985_2_,10/28/2018 0:00,9/30/2021 0:00,Transporting Rider,0,"250,000"
